"Tried the dope pork bowl with kimchi rice and the mild rice junky ramen

Probably our new late night spot. Everything on the menu was appetizing and we were...",5
This is the first review I have ever written but I had to because I live this place so much! Some of the best food and customer service is amazing! I crave...,5
Food is just amazing and so good! Food quality is the best. Fave comfort food. Service is great. Place is clean and comfy.,5
"This place makes the best vietnamese-french fusion ever!!

I'm obsessed with the garlic noodles with short ribs and the spicy sauce they have was heaven in...",5
"I usually scoff at ""high-end"" Vietnamese restaurants. Having grown up with this cuisine, I have a bias towards Vietnamese food as low-priced, delicious,...",4
"3.5

Some hits n misses. Generally enjoyed the food but the price point can be a bit high.

Food:
Filet mignon lomo saltado- The filet mignon was so tender....",4
"One of my favorite cocktail bars, ever.

Their cocktails are well-balanced, made with unique and quality ingredients. You can taste the extra love and care...",5
"Love the ambience here! A perfect Friday night out. 

10/10 - Don't Tell Mom Punch pitcher. This tastes like an OJ mimosa, it was really yummy! It had a...",4
"Saturday night out at Paper Plane and had a good time here. The place has lots of seating areas, we picked a table near the bar. The ambiance here is very...",5
"Found via Yelp on my way through San Jose. 

Atmosphere inside is nothing fancy, and the patio is close to the road with no barriers. But it's appropriate...",4
"Sometimes a messy table is good for your heart and soul!!!

It's our first time here and so worth it! The sauce are really tasty!  The Shambalang is so...",5
What happened?? This was my go to spot back before the pandemic... my friend told me a lot of chefs quit in a lot of restaurants but didn't think a Cajun...,3
"On a cold Saturday night and seated outside the busy inside definitely set the tone for an inviting dinner.

Started off with the onion soup which was...",4
"This is not French food, having snails on the menu does not make it French. 

We had the baguette, warm burrata, butter lettuce, short ribs and pork...",2
"I have rated this 4, but it is more like 3.8. 
Service : very good, would recommend making reservation. Gets busy during rush hour 
Good drinks option.
Food...",4
"Not much to say regarding ""ambiance"" or ""service""...

Food trucks do hit different from a restaurant though. And I am going to say that even though this...",5
"this is the spot we frequent for chicken sandwiches. it takes us like an hour to go there, get the food, and come back, but we're almost regulars at this...",4
"Not a bad spot by any means, but far too expensive. There's absolutely no reason this meal should cost $16.50 (before taxes). There isn't a damn chicken...",3
Definitely my favorite ramen place to eat at 10/10 food taste and service and staff is exceptional in all ways :) I always feel full and happy when I...,5
Waited quite a while for this restaurant after I realized the place I wanted to go to (SGD Tofu) is currently outdoor-only. A very classic ramen joint with...,3
"Best ramen ever!! Food and service was absolutely outstanding and beyond all expectations. Arrived around 7:30 and the restaurant was full until closing,...",5
"It was my first time in this place. I went on a Sunday evening around 7:45pm.. the ambiance was pretty quiet and not busy at all, big space and good Music!...",5
"Initially I didn't expect much from Sizzle Spot. I honestly thought it would be a mid knockoff of Pepper Lunch.

I ordered the shrimp garlic noodles (+corn)...",5
"I recently dined at this establishment and unfortunately, my experience was far from ideal. The service was poor as I was served the wrong order and there...",3
"My friend has been wanting me to come out to San Jose to try this place. Finally, I'm in San Jose so we came to try it out! 

It is absolutely delicious!...",5
"The price is very good. I ordered takeout.

If you're curious, the sports combo is basically like a fajita without the tortilla. The chicken was better...",5
I found this place a couple of years back and recently went to try it again after not having it for a while. I am pleased to say it is just as good as I had...,5
"This German and Australia fusion restaurant is located in Campbell, serving traditional German cuisine. Honestly this is the first time I ever try German...",5
"Unique standout on a street filled with good food. When was the last time you had Austrian food? 

Solid cocktail and wine menu. The ambiance is quietly...",5
"Housemade Pretzel-
It reminded me of the disney pretzel. It was very soft. The sauces it came with were very creamy and delicious! 

Garlic Soup- 
Very rich...",4
"""Chicken & rice oh so nice!"" :-)

Simple menu. Fast service! 

Everything we ordered was satisfying, BUT my favorite has to be the spicy popcorn chicken...",5
"Amazing food and service!!

Came in with my girlfriend, not knowing what to expect, considering it just opened up. The ambiance was nice. It felt very...",5
"So happy to have another delicious place nearby! 

I recently gave birth and have been getting a lot of take out this week. I looked up on Yelp and told my...",5
"An authentic Italian restaurant! We went here for dinner for the first time and had a lovely experience, the food & wine were spectacular, and they served...",4
My boyfriend and I went in around 6 on a Sunday and it was packed! They didn't have any more tables so we sat at the bar. Right when we went in it felt very...,5
My friends brought me here for my birthday dinner and the service really stood out to me. Our server was extremely friendly and welcoming. Once he heard it...,3
"Decided to walk into this restaurant because we walked by it on the way to SJ Improv and we weren't sure where to eat. Best decision ever! 
It's not a fancy...",5
"I've always loved City Fish, even back when I lived in Cupertino (first discovered). City fish is what you expect, mostly fried fish and sides, can be heavy...",3
"The best fish and chips in the area. The fish is always super moist and crispy. The hard part about fish and chips is it not being too oily, which The City...",5
What an amazing little spot. I love that it's in an old Victorian house. I love how it was decorated. But what we loved the most was the food and service....,5
Will definitely consider coming back. I went to place my order on Grubhub and realized that my order was going to be $30 dollars more than if I just picked...,3
"The restaurant is a pretty small but nicely decorated place. I went in and asked the cashier what he recommended, and he told me: garlic noodles, banh mi,...",5
"Oysters! Uni pasta! Brussel sprouts! Everything here was delicious, and service was awesome (thanks Nyla)! All the servers were super friendly, kind, and...",5
Visited with some coworkers on a Friday night. So sad we missed their happy hour! Making a res is easy and can be done via phone or on Open Table. The...,3
"I really wanted to give this higher stars. Sadly every dish we tried was a smidge off except for the fries.

The fries were made perfectly crispy on the...",3
The only Greek restaurant we go to in our neighborhood (and there's quite a few!). This spot sits in a small plaza but it brings the big bold Mediterranean...,5
"Absolutely delicious gyro salad.

Try the Feta fries. 

Everything is really fresh. I've heard great things about the lamb chops",5
Haven't been here for years due to moving out of the area and under the bridge off  bascom and 280 at the homeless encampment. However I was recently given...,5
"Great food, I've picked up for take out many, many times. Eggplant in garlic sauce & pad thai rock.",5
The food is very good and the staff are super friendly! Highly recommend to anyone looking for a less crowded place to eat,5
Came here with another couple - and overall enjoyed the food. We called ahead and made a reservation which was nice and were quickly seated when we went in...,4
Best Greek food I've ever had. I would listen to staff recommendations and put everything in.,5
The service here alone makes me want to come back! Both workers greeted us asking if we were first timers which we were and explained how we should order...,5
"Yet another unassuming Mediterranean spot in the South Bay that delivers.

Vibe:

Owner is super friendly. Happy to chat with you about food and seems to...",5
"Review for my visit on 1/15/2023

FYI NOT A PHYSICAL RESTAURANT NOR IS IT A WALK IN PREORDER REQUIRED! 

To start off Nakama is a Japanese Konbini Style...",5
Searching for visually appealing food then please add this to the list. Japanese sandos have been on our must try list but there are not many places in the...,4
"Found Nakama via Instagram which was a pleasant surprise as I've been looking for a good Japanese sando place. 

As of now - you order through their order...",5
"This is one of the best places for ramen. It's convenient that it's located in a mall but the line was insanely long.

Service: The staff were kind and...",5
"Every time I walk by I saw a line of people outside, then people told me this is the best around. Recently I noticed on weekdays after 1pm or so, the line...",4
"2nd time braving the line at Ramen Nagi!

My first ever visit to Ramen Nagi was at their Palo Alto location and we didn't have to wait long (only the 15 min...",4
"""that was soooooo bomb"" - a girl walking out of the restaurant as I was outside waiting for a table. 

I couldn't agree more. Although I didn't know what to...",5
"Outstanding service, Wonderful Ramen and especially the fried Oysters appetizers, also don't forget the Matcha soft serve ice cream.",5
Hinodeya is a nice little spot with indoor/outdoor seating. I liked the layout of the inside eating area so I chose to eat inside. The workers are very...,5
"Came to this restaurant for the first time back in January and I couldn't have been happier with the experience I had. Making a reservation was easy, the...",5
"Felt sick after.

Very disappointed with the food here. A small part of me is thinking we came on a bad night or ordered the wrong things. The cheddar...",2
Braise is a place that does flavor and the nice interior both justice. It's a welcome respite to places that get by just on vibes or atmosphere. The drinks...,5
"Celebrated my birthday on a Thursday night here and it was the best place to do it! I had a party of 12 and we enjoyed everything, so much so that we had to...",5
"One of my favorite bars in dtsj - good drinks, super chill, not crazy crowded. Staff is alwaysssss friendly, too! 

Nomikai is ALWAYS one of my stops when...",5
"I've only really been here after dinner hours, so this probably isn't the most comprehensive review, BUT I will say this is a solid place to get sake bombs...",4
The food is very good I highly recommend it and if you have kids they would like this place and the fish and etc is very fresh.,5
"Been here twice so far and both times the food has been excellent. The first time I was here, I got the chirashi bowl, which I unfortunately didn't take a...",4
"best place to date !  i rec go before dinner time or the waiting line will be long!
Server is really nice! 
Sushi is 10/10 !",5
Tried this place for the first time today. Our server was super sweet and generally attentive. We only had to find her once at the end of our meal when we...,4
Anita was amazing! Really appreciated the service and made the overall experience a good one.,5
"I am almost certain Encanto is the upscale version of Mimosa.  My card statement read, ""My Mimosa Blue Mar"" plus how they served their mimosas mirrored how...",5
"Been craving some good Filipino food and Kuya's does not disappoint at ALL. We ordered the sisig longanisa bowl, the chicken mamanok noodle bowl, and the...",5
"Came across this gem when I was finding lunch and boy was I not disappointed!

TLDR--Customer service was 10/10 and food was 10/10 and comforting

I went in...",5
"Location is a little hard to find if the sign isn't out, but it's in the corner opposite the Autozone. The owners are super friendly and the food was...",5
"The boyfriend and I stumbled across this hidden gem by accident -- and, we're so glad that we did.

For starters, we were able to grab a seat immediately...",5
They tried to pass sauvignon blanc with moscato. They think I'm stupid. One of the guy said sometimes sauvignon blanc is sweet. No one apologized. Wow...,2
I'm... Really confused about how this spot has as high a rating as it does. We got the wrong drinks. The bartender filled my boyfriend's wine but served...,1
"Love the ambiance , service and food been here twice and each time it was delish! 

Recommend 
squid ink paella
Empanadas
Potatos Bravas",5
"Takes a long time to get your food
Mandatory 20% gratuity 
Not worth it 
Although they are friendly, I'll give them that",1
"I have been to the Palo Alto location and I remember the food there being extremely good. Was really excited to visit the restaurant again , but this time...",4
"I decided to try a cuisine that I don't normally seek out and it turned out to be very delicious. The owner was very kind and attentive. For food, we...",5
"Located in a quiet corner plaza next to subway right off 87 freeway.
Food was flavorful and authentic. Yuca fries come with some pieces of meat and salad....",4
I am so excited to review this place first for my yelp comeback. The pupusas are truly the best I've had in San Jose. The rice four gets crispy and they are...,5
"I have never tried their food here, so I cannot judge that. I've always been here after their kitchen has closed just for drinks and music. Around the early...",4
"Good drinks, good music, super chill bartenders. Tables are bottle service only technically, but you can sit there until they're taken. 

Not much room for...",5
"If I could give 0 stars I would. Security at the front door was ridiculous, our friend wasn't allowed in because she didn't know what day it was? Security...",1
"Yo it's lit! 
If you check in with yelp you get a free beer or some soju stuff but I'm about to try the food",5
"I recently dropped by Pocha K with some friends for some late-night snacks, and I have to say, I was blown away by the experience. The QR Code menu was a...",5
"Tried out Pocha K for dinner. 

Ordered quite a bit of food. We had the spicy boneless chicken, sweet potato fries, tonkatsu, and a kimchi fried rice. Also...",2
Love Minatos! It had been a favorite spot of mine during my college years and after moving away from the downtown it just wasn't somewhere I frequently went...,5
"Went here for lunch today with co-workers. This place has been around a long time..its small and I don't know why all the boxes were on tables, but it was...",4
"***3.5 stars***

My friend and I came around 11:30am on a Saturday and we were one of the firsts to be seated. I ordered the B special lunch box combo and...",3
Great little Japanese Restaurant with full menu including great sushi that opens late,5
We've been coming to Izakaya for over a decade. The ambiance is spot on for that Japanese izakaya vibe. The line of customers can be a bit prohibitive at...,5
"They close their waitlist over an hour before their listed close time. Server was rude when telling us they're already closed.

Would be great if you all...",1
"Everyone favorite version of pie... PIZZA ! Located at the front of San Pedro Square in Downtown San Jose, Slice of Homage is a handcrafted pizza spot next...",5
"Pizza is that kind of food that I can find anywhere. But I gotta say that Slice of Homage is a very unique delicious spot. They have Detroit style, New York...",5
"It's been awhile since a got a pizza from SOH
I normally prefer their thin crust pizza but I decided to try the Sicilian pizza with Vodka sauce and it was...",4
Located in Santana Row closer to Tatum Ln next to Scotch & Soda. We walked down Santana Row twice trying to decide what to eat and Ozumo just kept calling...,5
"Expectations were not too high for this spot due to the mixed reviews, and I came in knowing it'd be on the pricy end with small portions. 

My party of 3...",3
"pros:
-intimate ambience; low lighting, lots of seating, modern decor
-great location, located near boba guys
-seated immediately on a tuesday...",4
"Food is interesting and the presentation is unique and flavorful.  

Services is quick and thoughtful.",5
This was our second time dining at Adega and something felt off. The first time we ate there all items were plated immaculately and we enjoyed every single...,3
"came here for NYE for their prix fix course. The service is friendly, attentive and non pretenious (sometimes the upscale restaurants can feel overly...",5
"This is by far the best Steakhouse I've ever been to! The service was top notch and the food was absolutely delicious! We got cocktails for the both of us,...",5
Tia is legit the best server ever. She is beyond kind and goes above and beyond. She brought us cake and bread no charge. We love her!,5
Dan Racimo was our server and he was amazing.  Gave us great recommendations all night from the best appetizer to order to the best entree that met our...,5
"I ordered food for a party from Smoking Pig and everyone enjoyed it. We had:

Full Cut Pork Spareribs
Angus Beef Brisket - Lean/Fatty
Pulled Pork
Burnt...",4
"Brisket- 3.5/5 , pretty bland, non existent smoke ring
Ribs- 2/5 - sweet, overcooked, unevenly sauces
Chicken wings - 1/5 - yeah, not your calling
Collard...",2
"I met the owner at Topgolf and was invited to come by after my shift! So I took him up on it.
He ordered a huge sampler platter and a pitcher of beer for...",5
"They have it all.
What an amazing ambiance, service, AND FOOD.

Gem in over rated willow glen area.
My coworker and I shared the Patacón and an Arepa....",5
"Delicious! Great plantains and appetizers- mmm
Cute location, very friendly service, if you don't know what something is, they can explain it pretty well....",4
"Simply fantastic! I've been wanting to come here for some time, and I'm so glad I did. And I will certainly be coming back. The flavors are brilliant and...",5
"Generally, good service and food. 
Romantic table lamps.
The Fusilli Al Pollo was too oily but tasted very good! 
I ordered the sea bass filet was on the...",4
"What a little gem!  Warm and inviting atmosphere with friendly staff and clean dining room.
The drinks were creative, and even the traditional cocktails had...",5
"Not a regular here but came for Valentines Day.
I expected the service to be a bit rough due to the occasion of course. Overall, I would say it was a rather...",2
"I came this morning , it's a new vietnamese restaurant . 

the food here is very good, i tried the Hoi an chicken rice, the chicken is very crispy and hot...",5
"This may be the best pho I've ever had in my life. 

The broth was light but rich in flavor. Noodles are perfect and not soggy. The wagyu slices were super...",5
"Rainy/cold weather = perfect for Pho.

They have a PROMO going on for their Angus Beef Pho, $10.99 until 3/15.

- Appetizer - Soft shell crab : Was good. I...",4
"Top-quality Banh Xeo! Highly recommended dish if you ask me. And we didn't have to wait for long. Banh Xeo was hot, crunchy, full of fillings, and best...",5
"Very nice place and food very good specialty beef cubes and they give you a healthy amount of beef unhealthy.
, even there water is good, very good...",5
"We went on a Sunday at 12:30pm and there was no wait! Yay!! I was super hyped and my friends loves this place. 

We ordered their bun bo and soda xi muoi...",3
"The Breakfast Club in San Jose serves up some of the best breakfast dishes I've had in a while. Though the food took a bit of time to arrive, it was worth...",5
"I absolutely LOVED this place throughout my first few visits! The food was so flavorful that it brought tears to my eyes, and the presentation moistened the...",2
I love going to The Breakfast Club for Brunch with friends! The atmosphere is usually very lively and it's always a little busy during peak brunch hours. I...,5
The food here was really good. We ordered the yaki onigiri as appetizers and tonkotsu chashu udon and the salmon spinach cream sauce udon as the main dish....,3
"If I had to pick a restaurant to eat at for the rest of my life, I'd probably pick Udon Mugizo (or at least that's my current answer lol). This location...",5
"Udon Mugizo always has something for me to always crave!

The past three times I've came to Udon Mugizo all I can say, I love the spinach cream sauce udon...",4
Great experience! My friends and I came here for our Thursday night dinners after seeing all the hype online. We were a group of six people so I was glad to...,5
"Wanted to try this place and since I got my tax refund, I did Uber eat. Ooo taco was delicious, meat was so tender. I also got burrito and quesadillas too...",5
"Delicious and authentic food! I've found home for Mexican food! Most importantly, I love that the food is clean for those of us that follow the dietary law....",5
"A Bellagio Italian Restaurant in Campbell is situated conveniently at the edge of Campbell downtown, making it easily accessible for anyone who wishes to...",5
"Loved it here!! My hubby made reservations a few hours before dinner, there was a 615pm time slot on a Saturday night. Got dressed up and headed toward dt...",5
"A Bellagio is one of the few older, classier establishments in a sea of loud bars and modern restaurants around downtown Campbell. It still has its...",4
"Excelente servicio,  Menudo con grano delicioso con tortillas echas a mano,Emanadaz de camarón con ensalada de pepino y jícama con sus respectivas salsas al...",5
I crave Casa Villa's Chilli Rellenos. They are stuffed with ground beef and covered with a delicious red sauce. Each order comes with four homemade corn...,4
Casa Villa Restaurant is a true gem when it comes to authentic Mexican cuisine! My husband and I recently visited and were blown away by the delicious food...,5
"AMAZING!
I'm not a foodie or someone that goes to fancy restaurants. Walking in I was a little self conscious that I was under dressed and had chosen...",5
